臺南市西港區後營里173線公路
臺南市永康區東灣里大灣二街71巷大灣東路
臺南市麻豆區油車里新生北路
臺南市後壁區嘉田里12-14號臺一線
臺南市善化區嘉南里南二高便道
臺南市鹽水區水秀里朝琴路
臺南市安南區安中路
臺南市仁德區國道一號
臺南市後壁區仕安里南83線
臺南市新市區社內里臺1線
臺南市中西區金華路
臺南市白河區河東里172線
臺南市永康區和平路
臺南市仁德區成功里文華路二段
臺南市後壁區國道一號
臺南市山上區明和里
臺南市鹽水區橋南里治水路
臺南市歸仁區媽廟里和順路一段
臺南市仁德區三甲里
臺南市安南區北安路四段
臺南市西港區港東里未命名道路
臺南市安南區海佃路二段
臺南市善化區嘉北里
臺南市南化區關山里南179線
臺南市安定區港南里港口1-83號北側路
臺南市楠西區174線
臺南市安南區安中路六段
臺南市麻豆區麻口里南24線
臺南市柳營區旭山里路
臺南市佳里區子龍里1-10號176線
臺南市新化區那拔里那拔林246號旁路
臺南市後壁區侯伯里
臺南市新市區新和里
臺南市永康區二王里中山南路
臺南市東區東門路三段
臺南市將軍區平沙里173甲線
臺南市左鎮區內庄里臺20乙線2公里00公尺處北向路
臺南市南區中華南路二段
臺南市仁德區國道一號326公里800公尺處北向中線
臺南市七股區大潭里南26線公路
臺南市善化區小新里台1線
臺南市南區健康路一段
臺南市安南區台江大道四段
臺南市白河區昇安里165線
臺南市安南區安明路
臺南市後壁區墨林里南82線
臺南市新營區土庫里卯舍路
臺南市歸仁區六甲里凱旋路三段
臺南市官田區官田里南117線
臺南市安定區中榮里
臺南市永康區網寮里永春街12巷
臺南市東區長榮路
臺南市鹽水區飯店里南3線往竹圍方向路
臺南市南區喜樹路
臺南市永康區王行里王行路
臺南市安南區安中路六段
臺南市佳里區安西里文化路
臺南市安南區安明路二段
臺南市官田區渡頭里臺1線
臺南市學甲區豐和里171線
臺南市新營區中營里臺一線
臺南市北門區鯤江里臺17線
臺南市善化區西關里興農路
臺南市柳營區人和里柳營路三段
臺南市新營區埤寮里中正路
臺南市佳里區建南里成功路
臺南市善化區文昌里文昌路
臺南市永康區尚頂里中華路
臺南市北門區錦湖里南1線
臺南市安南區公學路五段
臺南市仁德區保安里永德路
臺南市安定區中沙里
臺南市善化區坐駕里大成路
臺南市永康區東灣里大灣二街71巷大灣東路
臺南市鹽水區孫厝里
臺南市七股區鹽埕里176線2公里100公尺處西向路
臺南市鹽水區飯店里南13線
臺南市永康區東灣里大灣路
臺南市西港區慶安里慶安路
臺南市佳里區海澄里南19線公路
臺南市佳里區忠仁里信義一街
臺南市官田區渡頭里
臺南市關廟區埤頭里關新路二段
臺南市善化區嘉南里國三道路
臺南市新營區三仙里民治路
臺南市東區崇明路
臺南市安南區頂安街68巷
臺南市新營區太北里太子宮廟前路
臺南市柳營區大農里德元埤大道二段
臺南市安定區蘇厝里直加弄大道近安東路
臺南市白河區河東里
臺南市北區中華北路一段
臺南市山上區明和里
臺南市柳營區篤農里165線
臺南市麻豆區國道一號
臺南市柳營區太康里中山東路二段
臺南市六甲區六甲里中華路
臺南市善化區嘉南里臺1線
臺南市南區大成路二段
臺南市永康區復華里復國一路
臺南市柳營區國道三號
臺南市玉井區沙田里臺20線
臺南市佳里區興化里台19線公路
臺南市永康區新樹里富強路二段
臺南市七股區大埕里176道路
臺南市楠西區龜丹里南186線
臺南市仁德區上崙里中正路一段
臺南市仁德區新田里義林路
臺南市安南區長和路一段
臺南市西港區竹林里166-1號旁西向一般車道
臺南市安定區國道八號
臺南市南區中華西路
臺南市關廟區香洋里中山路一段
臺南市白河區白河里三民路
臺南市永康區鹽行里三村一街
臺南市山上區豐德里37號臺20線
臺南市北門區永華里臺17線
臺南市東山區三榮里南100線
臺南市東區大同路二段
臺南市佳里區通興里南37線道路
臺南市中西區西門路
臺南市歸仁區辜厝里中正南路一段
臺南市南區明興路
臺南市鹽水區水秀里華新高幹43號前叉路
臺南市下營區西連里西連高幹8左6電桿前路
臺南市將軍區長沙里203號路
臺南市南區灣裡路
臺南市玉井區沙田里臺20線
臺南市新市區環東路一段
臺南市仁德區三甲里道路
臺南市安南區安明路一段
臺南市安定區南安里
臺南市新市區大營里台1線
臺南市永康區南灣里大灣路
臺南市安南區安吉路三段
臺南市安南區總安街
臺南市永康區王行里中山北路
臺南市新市區環西路一段
臺南市新化區豐榮里大智路
臺南市安南區安中路一段
臺南市歸仁區武東里中正南路二段
臺南市北區西門路四段
臺南市柳營區東昇里台一線
臺南市將軍區長沙里南18線
臺南市白河區秀祐里172甲線4.7公里處路
臺南市新化區護國里南172線
臺南市官田區渡頭里
臺南市學甲區光華里171線3.4公里處路
臺南市龍崎區崎頂里182線
臺南市新市區港墘里
臺南市歸仁區大廟里台39線
臺南市白河區大竹里
臺南市歸仁區六甲里台39線
臺南市六甲區國道三號
臺南市善化區什乃里
臺南市新營區中營里開元路
臺南市楠西區密枝里臺3線
臺南市永康區大灣路
臺南市七股區中寮里中寮23-68號前三岔路
臺南市下營區仁里里公園路
臺南市新市區豐華里南134線
臺南市東區東寧路
臺南市新化區全興里167-1號180線
臺南市西港區南海里慶安路
臺南市關廟區五甲里南雄路一段
臺南市柳營區光福里臺1線
臺南市西港區檨林里南40線6公里650公尺處西向路
臺南市歸仁區大潭里
臺南市東山區南勢里175線
臺南市大內區頭社里台84線
臺南市安南區國安街宜居路
臺南市南區金華路
臺南市南化區玉山里臺20線
臺南市佳里區蚶寮里南36線
臺南市新營區國道一號
臺南市安南區科技二路
臺南市白河區國道三號
臺南市麻豆區南勢里臺19甲線
臺南市仁德區國道一號
臺南市南區中華西路一段
臺南市歸仁區南保里民權六街128巷
臺南市安南區長和路一段
臺南市永康區大同街
臺南市後壁區土溝里南91線
臺南市北區東豐路
臺南市中西區大同路一段
臺南市歸仁區辜厝里中山路二段
臺南市後壁區仕安里南80線
臺南市新市區新市里民族路
臺南市麻豆區龍泉里臺19甲線
臺南市麻豆區總榮里171線
臺南市關廟區北花里中正路
臺南市安定區海寮里台19線
臺南市學甲區仁得里民權路
臺南市新化區護國里中山路
臺南市麻豆區港尾里171線
臺南市安南區安明路二段
臺南市西港區後營里南47線
臺南市仁德區國道一號
臺南市北區南園街162巷林森路
臺南市永康區東灣里大灣路
臺南市新化區護國里中山路
臺南市麻豆區小埤里麻學路
臺南市六甲區中華路
臺南市永康區蔦松里中正北路
臺南市新市區港墘里中山路
臺南市後壁區頂長里南80線
臺南市關廟區香洋里中山路二段
臺南市楠西區臺南市楠西區密枝里臺3線
臺南市學甲區新達里174線
臺南市關廟區埤頭里關新路二段
臺南市安南區育英街
臺南市安南區北汕尾三路
臺南市安南區安和路五段
臺南市永康區中正北路
臺南市白河區國道三號
臺南市安南區安中路六段
臺南市西港區竹林里173線公路
臺南市善化區光文里建業路
臺南市麻豆區新生南路
臺南市新營區太北里太子路
臺南市安平區中華西路
臺南市麻豆區南勢里171線
臺南市北門區玉港里
臺南市北門區永華里臺17線
臺南市東山區南勢里
臺南市新市區港墘里東正線344公里949公尺處民族路
臺南市歸仁區崙頂里成功路二段
臺南市七股區大潭里台17線公路
臺南市下營區大屯里
臺南市龍崎區182線
臺南市山上區豐德里臺20線
臺南市新市區新和里富中街
臺南市南區鹽埕路
臺南市歸仁區歸仁七路
臺南市善化區溪美里673號臺19甲線
臺南市麻豆區北勢里
臺南市鹽水區田寮里臺19線
臺南市安南區海佃路四段
臺南市東區東門路一段
臺南市柳營區神農里165線
臺南市安定區海寮里6-1號臺19線
臺南市北區公園路
臺南市北區大興街233巷
臺南市安定區海寮里137-15號路
臺南市安南區安明路
臺南市佳里區海澄里南26線公路
臺南市佳里
臺南市善化區胡厝里南122線
臺南市仁德區中山路
臺南市新市區社內里
臺南市七股區樹林里樹子腳寶安宮後方未命名道路
臺南市佳里區六安里佳東路
臺南市永康區建國里復興路
臺南市鹽水區水秀里
臺南市東區長榮路一段
臺南市安平區安平路
臺南市龍崎區台182線
臺南市北區中華北路一段
臺南市柳營區神農里165線
臺南市安平區安平路
臺南市安南區安明路二段
臺南市新化區那菝里
臺南市善化區光文里建業路
臺南市新市區社內里
臺南市龍崎區牛埔里市道182線
臺南市善化區國道3號
臺南市安南區海佃路四段
臺南市仁德區國道一號
臺南市佳里區建南里公園路
臺南市七股區篤加里【南29線
臺南市佳里
臺南市安南區安清路
臺南市官田區官田里台1線
臺南市南區明興路
臺南市麻豆區南勢里臺19甲線
臺南市仁德區國道一號
臺南市仁德區保安里文賢路二段
臺南市東區中華東路一段
臺南市柳營區八翁里南69線公路
臺南市學甲區新達里174線11公里500公尺處東向路
臺南市永康區大灣路
臺南市玉井區竹圍里臺3線
臺南市善化區文昌里目加溜灣大道˙台19甲線
臺南市新化區復興路
臺南市安南區安明路二段
臺南市安南區長和路一段
臺南市永康區永康里中山南路
臺南市東區仁和路
臺南市麻豆區國道一號
臺南市白河區玉豐里南89線
臺南市玉井區竹圍里臺3線
臺南市北區小東路
臺南市善化區國道三號
臺南市新營區太北里
臺南市北區北安路一段
臺南市安南區長和路二段
臺南市善化區東昌里臺1線
臺南市白河區河東里172線
臺南市新市區大社里大社288號前路
臺南市北區公園北路
臺南市南區金華路一段
臺南市白河區秀祐里172線
臺南市後壁區國道一號
臺南市柳營區八翁里中山西路三段
臺南市歸仁區後市里民權北路
臺南市安南區慶和路一段
臺南市玉井區三和里臺20線35公里0公尺處東向路
臺南市將軍區長榮里南19線5.4公里路
臺南市將軍區平沙里
臺南市安南區長和路一段
臺南市學甲區光華里
臺南市柳營區光福里柳營路一段
臺南市學甲區新達里174線
臺南市新營區民榮里公園路二段
臺南市後壁區土溝里南90線
臺南市柳營區人和里雙和路
臺南市麻豆區安東里
臺南市東區東寧路
臺南市安南區公學路五段
臺南市學甲區仁得里自強路
臺南市歸仁區中正北路
臺南市後壁區嘉民里臺一線
臺南市永康區永大陸橋上
臺南市歸仁區七甲里大德路
臺南市七股區永吉里17-36號前北上車道
臺南市中西區金華路四段
臺南市永康區中正北路
臺南市關廟區長裕街
臺南市新市區社內里新港社大道
臺南市南區金華路一段
臺南市安平區永華路二段
臺南市下營區新興里中興南路
臺南市佳里區興化里南24道路
臺南市永康區海線
臺南市新市區社內里新港社大道
臺南市將軍區長沙里長沙1-17號前路
臺南市新營區中營里開元路
臺南市中西區金華路
臺南市學甲區宅港里臺84線
臺南市安南區安明路
臺南市關廟區中正路二段
臺南市將軍區將富里台17線
臺南市新市區大營里臺1線
臺南市歸仁區媽廟里和順路一段
臺南市安南區青砂街
臺南市東區崇善東路
臺南市白河區草店里165線
臺南市學甲區仁得里第五號道路
臺南市左鎮區睦光里
臺南市安定區安加里
臺南市安南區宜居一街
臺南市永康區仁愛街
臺南市善化區溪美里臺19甲線
臺南市下營區新興里臺19甲線
臺南市鹽水區飯店里
臺南市安定區新吉里海寮高幹112右15電線桿路
臺南市歸仁區臺86線
臺南市楠西區灣丘里南190線
臺南市北區文賢路
臺南市新營區新南里金華路二段
臺南市西港區竹林里173線公路
臺南市下營區仁里里九分街61號前路
臺南市西港區營西里臺19線
臺南市麻豆區龍泉里臺19甲線
臺南市下營區新興里臺19甲線
臺南市佳里區子龍里未命名道路
臺南市新化區那拔里
臺南市南區濱南路
臺南市麻豆區寮部里9之138號176線
臺南市新市區潭頂里
臺南市新市區新市里復興路
臺南市善化區小新里臺一線
臺南市新化區山腳里
臺南市新市區社內里
臺南市東區大同路二段
臺南市新化區知義里中正路
臺南市下營區新興里裕農街
臺南市安平區永華六街
臺南市東區中華東路三段
臺南市中西區金華路三段
臺南市南區新和路
臺南市下營區紅厝里中山路一段
臺南市永康區大灣東路
臺南市佳里區建南里光復路
臺南市龍崎區龍船里市道182線
臺南市龍崎區土崎里182線
臺南市鹽水區義稠里臺19線
臺南市北區國華街四段5巷
臺南市安南區同安路
臺南市東區長榮路二段
臺南市安南區安明路二段
臺南市安南區城西街城南路
臺南市佳里區六安里臺19線
臺南市七股區篤加里臺17線
臺南市後壁區長安里172線
臺南市安定區蘇林里2-1號178線13公里600公尺處東向路
臺南市北區文成三路
臺南市東區東門路二段
臺南市安南區安通路五段
臺南市官田區隆田里中華路一段
臺南市楠西區鹿田里臺3線368公里400公尺北向外側路
臺南市安南區安和路六段
臺南市南區中華西路
臺南市新化區護國里中山路
臺南市北門區保吉里北門上臺61線
臺南市麻豆區南勢里
臺南市佳里
臺南市官田區隆田里
臺南市麻豆區龍泉里臺19甲線
臺南市關廟區松腳里民權街47巷
臺南市後壁區烏樹里172線
臺南市安南區長溪路二段
臺南市歸仁區媽廟里和順路一段
臺南市佳里區海澄里南27線公路
臺南市西港區慶安里臺19線
臺南市七股區龍山里176線4公里700公尺處西向路
臺南市新營區舊部里
臺南市南區中華西路一段
臺南市關廟區保東路
臺南市仁德區二仁路
臺南市永康區尚頂里南台街54巷
臺南市白河區大竹里南89線
臺南市安南區安明路二段
臺南市中西區永華路
臺南市柳營區人和里南外環道路
臺南市仁德區機場路
臺南市新市區社內里臺1線
臺南市安南區公學路二段
臺南市北區西門路四段
臺南市善化區南科七路
臺南市下營區大埤里174線
臺南市學甲區仁得里南19線
臺南市歸仁區中正北路
臺南市下營區大埤里
臺南市新化區護國里信義路
臺南市七股區看坪里臺17線公路
臺南市佳里區建南里光復路
臺南市安南區長和路四段
臺南市後壁區烏樹里172線
臺南市白河區國道三號
臺南市安定區港南里
臺南市安南區長和路一段
臺南市將軍區三吉里臺17線150公里路段
臺南市新化區東榮里信義路
臺南市仁德區仁義里中山路
臺南市安南區北汕尾二路
臺南市新市區大營里7號臺1線
臺南市官田區官田里臺1線
臺南市東山區東山里165線
臺南市柳營區大農里義士路一段
臺南市將軍區玉山里
臺南市永康區國道一號
臺南市永康區三民里永安路
臺南市麻豆區北勢里
臺南市仁德區後壁里中正路二段
臺南市歸仁區大潭里台39線
臺南市佳里區忠仁里平等街
臺南市麻豆區油車里新生北路
臺南市永康區新樹里富強路二段
臺南市仁德區國道一號
臺南市東山區東山里165線
臺南市將軍區保源里南19線1.1公里處路
臺南市仁德區仁德里中正路
臺南市新市區大營里
臺南市東山區聖賢里田尾8-6號前路
臺南市永康區中山北路
臺南市左鎮區草山四號
臺南市柳營區士林里柳營路二段
臺南市佳里區子龍里南47線龍營高幹21號前路
臺南市麻豆區南勢里
臺南市將軍區南18線6.5公里路
臺南市安南區海佃路二段
臺南市鹽水區南3線公路
臺南市北區西門路四段
臺南市新化區竹子腳-竹仔支45右8右引4號
臺南市佳里區興化高幹33左8C3號前路
臺南市歸仁區七甲里中正北路二段
臺南市安南區府安堤頂大道路
臺南市南區金華路一段
臺南市鹽水區南3線
臺南市學甲區臺84線
臺南市北區公園北路
臺南市南區灣裡路
臺南市善化區文正里興農路
臺南市六甲區南60鄉道
臺南市玉井區臺3線371.7公里處北上外側路
臺南市七股區臺17線公路
臺南市東區東門路三段
臺南市六甲區國道3號
臺南市東區中華東路二段
臺南市佳里區南27線
臺南市歸仁區西埔一街
臺南市歸仁區歸仁五路
臺南市東區裕信路
臺南市安南區安明路
臺南市新市區港墘里民族路
臺南市將軍區臺17線
臺南市東區裕農路
臺南市仁德區成功里二仁路二段
臺南市七股區176線公路
臺南市楠西區臺3363公里
臺南市白河區172甲線
臺南市七股區南25線
臺南市北門區臺17線
臺南市仁德區中正路三段
臺南市下營區營前里中興南路
臺南市新化區北勢里中正路
臺南市關廟區埤頭里關新路一段
臺南市新營區嘉芳里復興路
臺南市玉井區臺南市玉井區臺84線豐里路
臺南市歸仁區臺39線
臺南市龍崎區18227公里
臺南市學甲區174線
臺南市安南區怡安路二段
臺南市永康區中山北路
臺南市仁德區中山路
臺南市後壁區下長2-13號
臺南市中西區中正路
臺南市西港區臺19線
臺南市永康區中正北路
臺南市善化區光文里大成路
臺南市七股區樹林5之3號
臺南市安南區公學路三段
臺南市新營區新北里長榮路二段
臺南市北區文賢路
臺南市仁德區保安路二段
臺南市柳營區長榮路五段
臺南市楠西區臺3線
臺南市永康區永二街
臺南市新營區新南里復興路
臺南市新化區護國里中山路
臺南市歸仁區南興里中山路
臺南市東山區165線
臺南市仁德區忠義路
臺南市安南區安通路五段
臺南市東山區南104線
臺南市安南區安吉路二段
臺南市大內區臺84線30公里200.0公尺處東向路
臺南市安南區台江大道
臺南市安南區台江大道
臺南市官田區台1線
臺南市永康區西勢里富強路一段
臺南市中西區大同路一段
臺南市安南區長和路一段
臺南市左鎮區臺20線
臺南市官田區南&#24269;76號
臺南市東區東門路二段
臺南市新市區豐華里樹谷大道
臺南市柳營區太康112-1號
臺南市善化區坐駕里興華路
臺南市官田區171線
臺南市左鎮區山玉高幹108號
臺南市佳里區延平路
臺南市安定區縣178線
臺南市玉井區台3線
臺南市永康區國道1號
臺南市關廟區國道3號
臺南市學甲區光華里南1線
臺南市鹽水區台19線
臺南市佳里區東寧里新生路
臺南市安南區安明路
臺南市楠西區台3線
臺南市仁德區中正西路
臺南市東區中華東路
臺南市南區興南街
臺南市歸仁區大廟里大廟1街
臺南市安南區安中路
臺南市山上區台20線
臺南市白河區玉豐里南89線
臺南市後壁區南80線
臺南市白河區白河里中山路
臺南市安平區永華路2段
臺南市永康區?行里中正北路
臺南市佳里
臺南市北區海安路
臺南市佳里區安西里佳南路
臺南市歸仁區台39線南丁路
臺南市仁德區中生里
臺南市學甲區台19線
臺南市仁德區仁義里中山路
臺南市學甲區慈福里中華路
臺南市南區新都路
臺南市安南區本田路三段
臺南市學甲區光華里
臺南市後壁區台1線
臺南市歸仁區台86線
臺南市仁德區新田里義林南路
臺南市安南區安吉路
臺南市白河區汴頭里
臺南市將軍區苓和里南18線
臺南市後壁區海線
臺南市學甲區縣171線2公里300.0公尺處西向路
臺南市安定區港尾里
臺南市安南區台江大道
臺南市南化區台3線382公里300.0公尺處南向路
臺南市西港區慶安里
臺南市安南區總安街
臺南市北區開元路
臺南市新營區太南里
臺南市安南區北汕尾三路
臺南市中西區成功路
臺南市官田區南?里南118線
臺南市六甲區七甲里中正路
臺南市東區東門路三段
臺南市新化區東榮里信義路
臺南市歸仁區六甲里
臺南市麻豆區小埤里麻學路
臺南市安南區安吉路一段
臺南市歸仁區許厝里信義南路
臺南市東山區青葉路
臺南市中西區成功路
臺南市六甲區二甲里和平街
臺南市安平區健康一街
臺南市鹽水區橋南里忠孝路
臺南市佳里區六安里延平路
臺南市麻豆區南61線
臺南市歸仁區大廟里保吉路
臺南市後壁區後壁里南81-1線
臺南市東山區165線
臺南市大內區頭社里台84線33公里400公尺處東向路段
臺南市仁德區仁義里中山路
臺南市七股區臺17線
臺南市關廟區香洋里中正路
臺南市安南區安中路
臺南市下營區紅厝里
臺南市永康區新灣橋上
臺南市安南區安明路三段
臺南市安定區中榮里南133線
臺南市西港區南404公里
臺南市東區小東路
臺南市南區新樂路
臺南市六甲區縣174線51公里西向路
臺南市新化區國道3號351公里500.0公尺處北向路
臺南市仁德區成功里二仁路二段
臺南市西港區台19線
臺南市新化區知義里
臺南市永康區中山北路
臺南市佳里
臺南市西港區慶安里新興街
臺南市安南區安和路
臺南市新市區新和里和平街
臺南市白河區白河里中山路
臺南市永康區中正南路
臺南市山上區明和里
臺南市六甲區二甲里光復街
臺南市下營區西連里臺19甲線
臺南市永康區正強街
臺南市仁德區上崙里義林南路
臺南市安平區永華路2段
臺南市安平區永華九街
臺南市安定區國道1號310公里北向中線
臺南市中西區府前路1段
臺南市仁德區保安里文賢路1段
臺南市西港區營西里
臺南市中西區成功路
臺南市南區新建路
臺南市東區生產路
臺南市北區西門路3段
臺南市南區健康路1段
臺南市安南區台江大道
臺南市新化區全興里中山路
臺南市安南區安中路5段
臺南市安定區海寮里臺19線
臺南市左鎮區榮和里
臺南市安南區北安路4段
臺南市中西區西門路2段
臺南市佳里區蚶寮里南34線公路
臺南市白河區大竹里南89線
臺南市安南區海佃路2段
臺南市南區樹林街
臺南市永康區永大路1段
臺南市仁德區中正路1段
臺南市鹽水區後宅里南3線
臺南市善化區環西路二段
臺南市將軍區將富里
臺南市善化區溪美里台19甲線
臺南市安平區怡平路
臺南市南區濱南路
臺南市永康區大灣路
臺南市安定區港南里市道178線
臺南市新化區東榮里中正路
臺南市新化區復興路
臺南市新營區國道1號
臺南市仁德區中正路3段
臺南市左鎮區榮和里
臺南市歸仁區八甲里中正北路1段
臺南市仁德區新田里義林南路
臺南市東山區縣165線
臺南市仁德區台86線
臺南市新營區開元路
臺南市北區中華北路2段
臺南市永康區東灣里大灣東路
臺南市永康區永大路2段
臺南市安南區環館北路
臺南市安定區蘇厝里里內道路
臺南市麻豆區寮廍里市道171線
臺南市將軍區忠興里興洲高幹55右1電線桿旁路
臺南市安平區永華路2段
臺南市麻豆區國道1號308公里100.0公尺處南側向路
臺南市新化區國道3號349公里500.0公尺處南側向中線
臺南市六甲區王爺里市道174線
臺南市西港區營西里後營南45-1公路
臺南市永康區塩洲里中正南路
臺南市中西區永福路1段
臺南市南區永成路二段
臺南市南化區台20線42公里400.0公尺處東側向路
臺南市新營區國道1號
臺南市學甲區慈福里濟生路
臺南市佳里區六安里延平路
臺南市仁德區上崙里
臺南市安南區台江大道
臺南市學甲區宅港里台19線
臺南市南化區南化里
臺南市東區中華東路2段
臺南市善化區國道3號
臺南市白河區詔豐里
臺南市學甲區台84線
臺南市麻豆區謝厝寮里
臺南市安南區海尾路
臺南市善化區溪美里里內道路
臺南市白河區河東里
臺南市安定區嘉同里市178線
臺南市楠西區台3線
臺南市新市區大營里台1線
臺南市南區濱南路
臺南市北區長榮路5段
臺南市新營區國道1號
臺南市玉井區玉田里中正路
臺南市北區公園路
臺南市安定區中沙里
臺南市關廟區埤頭里關新路1段
臺南市安南區安中路1段
臺南市下營區台84線
臺南市歸仁區六甲里凱旋路3段
臺南市永康區永華路
臺南市新營區新北里長榮路2段
臺南市永康區中山北路
臺南市官田區隆本里區道南65線
臺南市安南區慶和路一段
臺南市北區小東路
臺南市學甲區新達里市道174線
臺南市北區文成路
臺南市柳營區八翁里中山西路3段
臺南市東山區南1005公里
臺南市仁德區國道1號326公里400.0公尺處南側向中線
臺南市鹽水區橋南里忠孝路
臺南市安定區新吉里國道8號西向側車道路
臺南市白河區永安里新興路
臺南市善化區小新里目加溜灣大道
臺南市安南區北安路3段
臺南市東區國道1號
臺南市玉井區台20線
臺南市山上區縣178線
臺南市龍崎區崎頂里新市子路
臺南市南區明興路
臺南市學甲區仁得里寶發路
臺南市新化區台20線
臺南市新營區大宏里大同路
臺南市南區西門路1段
臺南市北門區玉港里南12線
臺南市麻豆區縣176線25公里100.0公尺處東側向路
臺南市安平區安平路
臺南市學甲區新達里市道174線
臺南市永康區網寮里永二街
臺南市新化區北勢里北勢路
臺南市歸仁區七甲里南丁路
臺南市佳里區忠孝路
臺南市新營區民榮里新榮路
臺南市麻豆區巷口里新生南路
臺南市玉井區台20線
臺南市官田區隆田里中山路2段
臺南市下營區國道1號
臺南市南區夏林路
臺南市新化區太平里中正路
臺南市柳營區台1線
臺南市仁德區保安里二仁路1段
臺南市柳營區中埕里柳營路
臺南市關廟區山西里南雄路2段
臺南市仁德區中洲85號
臺南市新化區台20線
臺南市玉井區台84線
臺南市新營區太北里省道臺19甲線
臺南市關廟區埤頭里關新路2段
臺南市白河區縣165線
臺南市永康區大灣路
臺南市南區中華西路1段
臺南市白河區南92-11公里
臺南市東區東門路2段
臺南市西港區後營里市道173線
臺南市東區自由路2段
臺南市安定區中榮里南134線西向路段
臺南市永康區尚頂里正南一街
臺南市永康區中山北路
臺南市安定區新吉里國道8號旁道路
臺南市新化區𦰡拔里區道南177線
臺南市柳營區人和里柳營路
臺南市將軍區南262公里400.0公尺處南側向路
臺南市麻豆區麻口里市道176線
臺南市柳營區人和里柳營路3段
臺南市楠西區灣丘里南188線
臺南市安南區安明路2段
臺南市玉井區台84線
臺南市南區中華西路1段
臺南市安定區國道1號
臺南市新化區全興里中山路
臺南市七股區南25-17公里附近向路
臺南市新市區社內里新港社大道
臺南市仁德區文華路2段
臺南市麻豆區寮廍里市道176線
臺南市安平區安北路
臺南市南化區台20線48公里600.0公尺處西側向路
臺南市玉井區台3線
臺南市後壁區菁豐里區道南84線
臺南市白河區秀祐里市道172線
臺南市東區中華東路1段
臺南市北區中華北路1段
臺南市新化區山脚里省道臺19甲線
臺南市麻豆區海埔里市道171線
臺南市北區和緯路1段
臺南市南區中華西路1段
臺南市安南區安吉路3段
臺南市將軍區台17線
臺南市六甲區甲東里市道165線
臺南市東區北門路2段
臺南市鹽水區台19線
臺南市關廟區新埔里新埔二街72巷
臺南市新化區豐榮里中山路
臺南市官田區渡拔里台84線
臺南市永康區中山南路
臺南市新化區太平里中正路
臺南市玉井區台20線35公里東側向路
臺南市六甲區二甲里中山路
臺南市龍崎區縣182線
臺南市左鎮區榮和里省道臺20線
臺南市關廟區南雄路1段
臺南市北區東豐路
臺南市下營區台19甲線12公里400.0公尺處南側向路
臺南市七股區南365公里
臺南市下營區西連里西連1號之21前路
臺南市歸仁區大廟里南丁路
臺南市善化區胡厝里區道南128-1線
臺南市麻豆區南勢里市道176線
臺南市安南區海尾路
臺南市西港區縣173線
臺南市新化區南1701.8公里
臺南市新化區山脚里省道臺19甲線
臺南市白河區縣165線10公里500.0公尺處北側向路
臺南市安南區安通路5段
臺南市歸仁區民族路
臺南市西港區南海里南吉高幹6右29電線桿前未命名道路
臺南市善化區昌隆里區道南129線
臺南市安南區府安堤頂道路
臺南市仁德區文華路二段
臺南市新市區大營里省道臺1線
臺南市新營區嘉芳里復興路
臺南市新化區護國里中山路
臺南市南化區台3線
臺南市關廟區五甲里南雄路1段
臺南市安定區蘇林里市道178線
臺南市東區崇明路
