臺中市西區土庫里五權西路
臺中市大雅區橫山里中科路
臺中市北屯區平德里青島路三段
臺中市沙鹿區西勢里和睦路三段
臺中市大里區樹王里德芳路三段
臺中市大肚區瑞井里華南路
臺中市神岡區＊前里大圳路
臺中市外埔區三崁里甲后路三段
臺中市北區賴旺里中清路一段
臺中市烏日區九德里環中路六段
臺中市梧棲區福德里港埠路二段
臺中市大雅區橫山里振興路
臺中市烏日區五光里五光路
臺中市豐原區中陽里愛國街
臺中市烏日區光明里光明路
臺中市大里區東湖里中興路一段
臺中市西區公民里五權路
臺中市北屯區和平里環中東路一段
臺中市太平區坪林里中山路二段
臺中市西區中興里公益路
臺中市霧峰區甲寅里中正路
臺中市太平區新吉里中山路三段
臺中市梧棲區下寮里臨港路四段
臺中市南區平和里美村南路
臺中市大里區東昇里內新街
臺中市龍井區龍泉里水裡社路
臺中市后里區墩西里三光路
臺中市新社區新社里東新路三段
臺中市南屯區文山里向上路五段
臺中市太平區聖和里長龍路一段
臺中市東勢區泰興里石城街
臺中市后里區公館里三豐路五段
臺中市南屯區文山里向上路五段
臺中市大肚區蔗＊里遊園路一段
臺中市梧棲區中橫一路
臺中市神岡區國道4號
臺中市霧峰區甲寅里民生路
臺中市北屯區松竹里崇德路二段
臺中市大雅區雅楓里神林南路
臺中市西區忠明里臺灣大道
臺中市北區錦平里三民路三段
臺中市豐原區東湳里三豐路二段
臺中市豐原區朴子里豐勢路二段
臺中市南區江川里五權南路
臺中市北屯區同榮里環中路一段
臺中市西屯區西安里逢甲路
臺中市清水區海濱里臨港路五段
臺中市龍井區新庄里臺灣大道
臺中市沙鹿區國道3號178公里900.0公尺處北向外側路
臺中市西區民生里民權路
臺中市龍井區國道3號
臺中市霧峰區五福里中投東路二段
臺中市中區公園里光復路
臺中市潭子區頭家東里中山路一段
臺中市大甲區岷山里金華西路
臺中市南區永和里五權南路
臺中市中區大誠里中華路
臺中市大里區健民里仁化路
臺中市北屯區水景里台74線路
臺中市大安區海墘里大安港路
臺中市太平區新城里樹孝路
臺中市北屯區水景里環中東路
臺中市大甲區孟春里北堤東路
臺中市清水區中社里鎮政路
臺中市南屯區鎮平里環中路五段
臺中市潭子區聚興里中彰快速道路
臺中市龍井區新庄里臺灣大道
臺中市龍井區竹坑里沙田路四段
臺中市神岡區豐洲里五權路
臺中市大里區健民里仁化路
臺中市南屯區文山里工業區十八路
臺中市北區賴明里中清路一段
臺中市龍井區山腳里中山一路一段
臺中市太平區新興里新興路
臺中市潭子區栗林里中山路三段
臺中市清水區菁埔里臨港路七段
臺中市大雅區大楓里民生路三段
臺中市南屯區寶山里向上路五段
臺中市東區十甲里旱溪東路一段
臺中市北屯區部子里太原路三段
臺中市太平區永成里長億二街
臺中市后里區公館里三豐路
臺中市沙鹿區台中機場國內航廈前
臺中市龍井區三德里中央路二段
臺中市龍井區國道3號
臺中市太平區長億里長億五街47巷
臺中市太平區新興里新興路
臺中市龍井區麗水里龍港路
臺中市大雅區四德里中清路三段
臺中市太平區宜昌里宜昌路
臺中市梧棲區中一路
臺中市南區樹義里樹義路
臺中市北屯區仁美里崇德路三段
臺中市北區頂厝里崇德路一段
臺中市清水區菁埔里中華北路
臺中市東勢區中嵙里東坑路
臺中市西屯區國道1號
臺中市清水區環港北路
臺中市東區旱溪里旱溪街
臺中市豐原區豐圳里圓環西路
臺中市龍井區國道3號
臺中市東區東興里大智路
臺中市太平區光明里環太東路
臺中市北區五常里學士路
臺中市大肚區蔗廍里遊園路二段
臺中市北屯區平昌里北平路
臺中市烏日區光明里五光路
臺中市西區土庫里五權西路
臺中市后里區廣福里三豐路三段
臺中市豐原區社皮里豐原大道
臺中市東勢區下新里東蘭路
臺中市清水區臨江里臨港路七段
臺中市北屯區平田里興安路一段
臺中市北屯區舊社里北屯路
臺中市中區中華里臺灣大道
臺中市大雅區文雅里中清路三段
臺中市霧峰區萬豐里中正路
臺中市北屯區和平里東山路一段
臺中市清水區海濱里港埠路四段
臺中市南區城煌里建成路
臺中市大肚區社腳里沙田路二段
臺中市潭子區聚興里環中東路一段
臺中市北屯區仁美里崇德路
臺中市北屯區大坑里東山路二段
臺中市和平區博愛里東關路二段
臺中市沙鹿區國道3號
臺中市西屯區西安里逄甲路
臺中市梧棲區南簡里大智路一段
臺中市西區民龍里臺灣大道
臺中市外埔區大東里甲后路五段
臺中市烏日區榮泉里三榮十六路
臺中市清水區東山里神清路
臺中市神岡區岸裡里大洲路
臺中市豐原區西勢里中山路
臺中市烏日區國道3號
臺中市新社區中興里興中街
臺中市大肚區福山里王福街
臺中市大安區福興里興安路
臺中市北屯區仁美里台74線快速公路
臺中市沙鹿區西勢里中航路1段
臺中市大雅區雅楓里民生路三段
臺中市太平區太平里甲堤路
臺中市神岡區庄前里三民南路
臺中市豐原區西安里中山路
臺中市南屯區惠中里向上路
臺中市中區中華里中華路一段
臺中市清水區國道3號168公里300.0公尺處北側向路
臺中市東勢區茂興里東蘭路
臺中市后里區墩北里甲后路二段
臺中市霧峰區舊正里中正路
臺中市烏日區國道1號
臺中市大甲區建興里西濱快速公路
臺中市大肚區王田里沙田路一段
臺中市和平區博愛里東關路一段
臺中市北屯區新平里大鵬路
臺中市大雅區上楓里民生路三段
臺中市東區振興里忠孝路
臺中市太平區新光里旱溪東路二段
臺中市大甲區日南里工六路
臺中市大肚區大東里自由路
臺中市新社區福興里豐埔公路
臺中市豐原區豐田里5鄰旱溪西路七段
臺中市西屯區廣福里中科路
臺中市南屯區寶山里嶺東路
臺中市外埔區水美里溪底路
臺中市霧峰區甲寅里民生路
臺中市神岡區國道4號
臺中市霧峰區四德里新埔路
臺中市大肚區頂街里萬興路
臺中市南屯區永定里永春東七路
臺中市西屯區協和里工業區一路
臺中市北區新興里雙十路
臺中市南屯區豐樂里文心南路
臺中市太平區東汴里長龍路四段
臺中市龍井區忠和里臨港路二段
臺中市大肚區國道1號188公里700.0公尺處北側向中線
臺中市東區東門路
臺中市清水區菁埔里中華北路
臺中市神岡區圳堵里神清路
臺中市沙鹿區六路里臺灣大道路六段
臺中市大雅區文雅里中山北路
臺中市梧棲區頂寮里四維中路
臺中市太平區永成里長億路
臺中市大里區金城里文化街
臺中市西區土庫里五權西路一段
臺中市潭子區東寶里雅潭路三段
臺中市西屯區永安里西屯路三段
臺中市大甲區義和里中山路一段
臺中市北屯區陳平里敦化路一段
臺中市西屯區鵬程里大鵬路
臺中市北屯區同榮里環中路一段
臺中市龍井區福田里臨港東路二段
臺中市烏日區九德里建國路
臺中市烏日區五光里環河路一段
臺中市大雅區員林里中清路四段
臺中市北屯區舊社里松竹路一段
臺中市龍井區國道3號
臺中市清水區菁埔里中華北路
臺中市東區干城里進德路
臺中市梧棲區台灣大道
臺中市新社區協中里協中街
臺中市南屯區新生里環中路三段
臺中市北屯區松竹里崇德路二段
臺中市清水區下湳里014鄰中山路
臺中市太平區宜佳里新平路二段
臺中市神岡區國道1號
臺中市梧棲區永寧里永興路一段
臺中市西屯區何仁里文心路三段
臺中市大里區大里里大里路
臺中市大安區中庄里南安路
臺中市豐原區豐田里豐原大道三段286巷
臺中市西區藍興里三民路一段
臺中市后里區公館里三豐路五段
臺中市西區忠明里臺灣大道
臺中市南屯區中和里南光路
臺中市潭子區福仁里中山路
臺中市大里區大元里環中東路七段
臺中市西屯區何南里臺灣大道
臺中市外埔區國道3號
臺中市太平區平安里鵬儀路
臺中市大安區中庄里中山南路
臺中市大里區永隆里國光路二段
臺中市大甲區西岐里順帆路
臺中市西屯區上德里臺灣大道
臺中市北區新興里公園路
臺中市北屯區大坑里東山路二段
臺中市大安區龜殼里西濱公路
臺中市南屯區國道1號
臺中市西屯區潮洋里臺灣大道
臺中市沙鹿區西勢里中清路七段
臺中市北屯區松強里松竹路二段
臺中市大肚區蔗廍里向上路五段
臺中市烏日區烏日里新興路
臺中市新社區永源里東山街
臺中市大肚區頂街里沙田路三段
臺中市潭子區東寶里雅潭路三段
臺中市南屯區國道1號
臺中市北屯區平德里文心路四段
臺中市外埔區大東里甲后路五段
臺中市東勢區北興里豐勢路
臺中市潭子區栗林里中山路三段
臺中市南屯區鎮平里環中路四段
臺中市大里區瑞城里中興路一段
臺中市大甲區頂店里經國路
臺中市沙鹿區竹林里三民路
臺中市霧峰區南柳里台74線快速公路
臺中市豐原區鎌村里鎌村路
臺中市西區忠明里忠明南路
臺中市清水區下湳里福圳街
臺中市烏日區溪壩里溪南路一段
臺中市大里區日新里日新路
臺中市潭子區聚興里豐興路一段
臺中市霧峰區吉峰里錦州路
臺中市太平區新城里樹孝路
臺中市西屯區港尾里中科路
臺中市西屯區國道1號
臺中市大甲區德化里賢仁路
臺中市太平區黃竹里竹村路
臺中市南屯區鎮平里台74線快速公路
臺中市西屯區東大路
臺中市西屯區福聯里東大路
臺中市北屯區水湳里大連西路
臺中市清水區東山里神清路
臺中市北區健行里忠明路
臺中市大甲區奉化里經國路
臺中市大里區東昇里內新街
臺中市新社區華豐五街
臺中市大里區新仁里立仁路
臺中市西區昇平里忠明南路
臺中市西屯區林厝里福雅路
臺中市南區崇倫里建國南路一段
臺中市烏日區溪壩里環中路八段
臺中市南屯區永定里黎明路一段
臺中市沙鹿區北勢里英才路
臺中市后里區后科路二段
臺中市西屯區何仁里文心路
臺中市大里區塗城里光正路
臺中市豐原區圓環南路
臺中市后里區國道1號
臺中市北區育德里中清路
臺中市烏日區五光里五光路
臺中市大里區大里里大里路
臺中市神岡區神岡里中山路
臺中市大甲區日南里工六路
臺中市梧棲區中正里文化路二段
臺中市北屯區水景里景和街
臺中市神岡區社口里025鄰中山路
臺中市沙鹿區鹿峰里中山路
臺中市南區西川里忠明南路
臺中市梧棲區頂寮里港埠路二段
臺中市烏日區榮泉里環河路四段
臺中市大里區夏田里環河路一段
臺中市霧峰區舊正里中投公路
臺中市中區公園里自由路二段
臺中市東區東興里七中路
臺中市神岡區新庄里和睦路一段
臺中市霧峰區四德里五福路
臺中市神岡區庄前里庄前路
臺中市梧棲區南簡里民和路二段
臺中市大里區東昇里環中東路五段
臺中市西屯區永安里西屯路三段
臺中市太平區太平里太平路
臺中市沙鹿區斗抵里沙田路
臺中市南區福平里建國北路
臺中市潭子區東寶里昌平路三段
臺中市霧峰區六股里中投西路一段
臺中市北屯區松強里松竹路二段
臺中市潭子區福仁里旱溪西路
臺中市太平區中興里新平路一段
臺中市東區東勢里進化路
臺中市太平區勤益里中山路一段
臺中市北屯區大坑里東山路二段
臺中市北區健行里健行路
臺中市新社區協成里興中街
臺中市東區東門里旱溪西路一段
臺中市清水區北寧里新興路
臺中市烏日區螺潭里溪南路一段
臺中市大雅區四德里中山路
臺中市龍井區山腳里中華路二段
臺中市西屯區潮洋里臺灣大道四段16巷
臺中市烏日區溪埧里溪南路一段
臺中市中區大誠里光復路
臺中市東區東光路
臺中市和平區中興路三段
臺中市烏日區烏日里五光路
臺中市龍井區福田里臨港東路二段
臺中市梧棲區南簡里大仁路一段
臺中市西屯區福聯里西屯路三段
臺中市西屯區福和里臺灣大道
臺中市龍井區龍泉里沙田路五段
臺中市大肚區頂街里華山路
臺中市潭子區福仁里環中東路一段
臺中市北屯區后庄里松竹路三段
臺中市沙鹿區斗抵里斗潭路
臺中市新社區協成里華豐三街
臺中市大里區仁化里仁堤路
臺中市西區藍興里建國北路三段
臺中市霧峰區丁台里福新路
臺中市烏日區溪尾里溪岸路
臺中市豐原區豐田里田心路二段
臺中市后里區九甲路
臺中市西區公正里向上路一段
臺中市太平區長億里長億六街
臺中市北屯區水景里太原路三段
臺中市潭子區頭家東里中山路一段
臺中市大甲區庄美里興安路
臺中市大甲區建興里臨江路
臺中市東區東南里旱溪西路一段
臺中市東區旱溪里樂業路
臺中市大里區健民里鳳凰路
臺中市大甲區德化里南北四路
臺中市南區樹德里復興北路
臺中市大里區內新里環中東路六段
臺中市東區東勢里精武路
臺中市潭子區栗林里中山路三段
臺中市大甲區日南里幼九路
臺中市后里區太平里三線路
臺中市大安區南庄里西濱公路
臺中市東區干城里自由路三段
臺中市太平區太平里長億六街
臺中市神岡區三角里大富路
臺中市北區賴福里中清路一段
臺中市大雅區員林里中清路四段
臺中市東勢區新盛里東關路六段
臺中市大里區永隆里永隆路
臺中市大肚區國道3號
臺中市龍井區竹坑里沙田路四段
臺中市和平區自由里東崎路二段
臺中市龍井區忠和里中山二路二段
臺中市南屯區豐樂里文心南路
臺中市潭子區東寶里崇德路四段
臺中市東勢區南平里東關路七段
臺中市西屯區何德里西屯路
臺中市大雅區科雅路
臺中市中區綠川里民族路
臺中市新社區協成里華豐街
臺中市南屯區楓樹里黎明路一段
臺中市北區賴福里進化北路
臺中市梧棲區中正里港埠路二段
臺中市西屯區何成里臺灣大道
臺中市外埔區廍子里土城路
臺中市烏日區光明里五光路
臺中市梧棲區安仁里臺灣大道九段2巷
臺中市南屯區文山里向上路五段
臺中市西屯區廣福里環中路
臺中市沙鹿區晉江里臺灣大道路七段
臺中市外埔區國道3號166公里200.0公尺處南側向路
臺中市梧棲區大庄里信義街
臺中市北屯區軍功里軍福十九路
臺中市大甲區文武里雁門路
臺中市東勢區茂興里東蘭路
臺中市沙鹿區晉江里北勢東路
臺中市大安區頂安里西濱公路
臺中市龍井區忠和里中山一路二段
臺中市后里區國道1號163公里北側向槽化線
臺中市豐原區東湳里三環路
臺中市太平區新高里中山路四段
