road,count
金門縣金寧鄉埔邊3號,1
金門縣金寧鄉埔後65號旁路,1
金門縣金寧鄉北山44號,1
金門縣金沙鎮后水頭73號附近產業道路,1
金門縣金寧鄉湖下213號,1
金門縣金城鎮伯玉路三段,1
金門縣金城鎮水頭碼頭入境大廳外計程車排班處,1
金門縣金寧鄉埔後03290號路燈桿旁路段,1
金門縣烈嶼鄉濱海大道,1
金門縣金城鎮菜市場路,1
金門縣金寧鄉下埔下90之3號旁路,1
金門縣金沙鎮呂厝產業道路編號07304柱路燈桿路段,1
金門縣金寧鄉金門大學附近產業道路,1
金門縣金寧鄉頂埔下152號,1
金門縣金城鎮富康一村9巷1號前路,1
金門縣金湖鎮庵邊2-2號前路段,1
金門縣金城鎮金城國中大門前,1
金門縣金城鎮和平新村,1
金門縣金寧鄉埔後23337路,1
金門縣金寧鄉安岐37-15號前路段,1
金門縣金寧鄉埔後57號旁路段,1
金門縣金寧鄉湖南往中堡自然村道,1
金門縣金湖鎮溪湖里南機路,1
金門縣金湖鎮太湖畔2189號路燈桿前路段,1
金門縣金湖鎮塔后重劃區赤東路,1
金門縣金沙鎮高坑2937號路燈桿前路段,1
金門縣金城鎮鎮公所後方停車場路,1
金門縣金沙鎮下塘頭產業道路,1
金門縣金寧鄉湖埔國小側門前路,1
金門縣金城鎮金門城舊酒廠側門,1
金門縣金湖鎮正義里環島南路二段,1
金門縣金沙鎮下塘頭07295號電桿前路,1
金門縣金湖鎮新市里復興路一段,1
金門縣金寧鄉埔後135號前之路,1
金門縣金城鎮賢庵里金山路,1
金門縣金城鎮東門里民族路,1
金門縣金沙鎮忠孝新?51號,1
金門縣金寧鄉榜林村東湖路,1
金門縣烈嶼鄉湖下車站前產業道路,1
金門縣金寧鄉頂埔下209號旁之路,1
金門縣金寧鄉后盤村伯玉路二段,1
金門縣金寧鄉頂埔下250號,1
金門縣金湖鎮山外里環島南路四段,1
金門縣金城鎮北門里珠浦北路,1
金門縣金寧鄉湖下187-1號,1
金門縣金寧鄉頂埔下77號,1
金門縣金寧鄉舊湖下連,1
金門縣金寧鄉安岐35之1號,1
金門縣金城鎮西門里珠埔西路,1
金門縣金寧鄉下埔下90號「陸島酒店」前路,1
金門縣金寧鄉榜林村桃園路,1
金門縣金城鎮金門城151之1號後方產業道路,1
金門縣金城鎮小西門活動中心前,1
金門縣金寧鄉埔後70之8號前路,1
金門縣金寧鄉古寧村寧湖路,1
金門縣金寧鄉前厝55號旁路,1
金門縣金城鎮東門里金山路,1
金門縣金城鎮前水頭81-1號,1
金門縣金寧鄉湖埔村埔後135號後方路,1
金門縣金湖鎮中正路,1
金門縣金城鎮鬍鬚伯後方,1
金門縣烈嶼鄉后頭10之1號,1
金門縣金寧鄉埔後135號旁之路,1
金門縣烈嶼鄉上庫往上林路段,1
金門縣金城鎮環島西路,1
金門縣金城鎮金門城90號,1
金門縣金湖鎮溪湖里環島東路三段,1
金門縣金寧鄉環島西路埔後路段,1
金門縣金沙鎮汶沙里后水頭1651號路燈桿前路段,1
金門縣金城鎮金城新莊1巷,1
金門縣金寧鄉榜林128號,1
金門縣金寧鄉榜林60號,1
金門縣金城鎮民權路祥豐段,1
金門縣金沙鎮西園里沙青路,1
金門縣金寧鄉埔後115號,1
金門縣金寧鄉北山154號,1
金門縣金寧鄉埔後45號,1
金門縣金湖鎮蓮庵里三多路,1
金門縣金寧鄉埔後36之6號,1
金門縣金沙鎮金沙水庫往洋山產業道路,1
金門縣金寧鄉埔後70之8號前交叉路,1
金門縣金寧鄉金門大學後方產業道路,1
金門縣金湖鎮環島東路4段,1
金門縣金沙鎮文化路,1
金門縣金寧鄉埔後35之6號前交叉路,1
金門縣金湖鎮全聯往塔后村莊道路,1
金門縣金湖鎮正義里環島南路4段,1
金門縣金城鎮官裏56號,1
金門縣金湖鎮新湖里環島南路4段,1
金門縣金寧鄉埔後70-3號,1
金門縣金沙鎮浦邊往中蘭產業道路,1
金門縣金城鎮富康一村9巷,1
金門縣金寧鄉林湖路前厝路段,1
金門縣金寧鄉埔邊132號,1
金門縣金湖鎮環島東路3段,1
金門縣金沙鎮忠孝新村51-1號旁路,1
金門縣金沙鎮光華路2段,1
金門縣金湖鎮料羅里料羅新村570號前路段,1
金門縣金寧鄉下埔下90之3號前路,1
金門縣金城鎮珠沙里西海路3段,1
金門縣金寧鄉湖埔村慈湖路2段,1
金門縣金城鎮環島南路1段,1
金門縣金城鎮南門里光前路,1
金門縣金城鎮北門里環島北路1段,1
金門縣金城鎮東門里環島西路1段,1
金門縣烈嶼鄉黃埔村,1
金門縣金寧鄉環島南路1段,1
金門縣金湖鎮環島南路5段,1
金門縣金寧鄉埔後33號,1
金門縣金城鎮富康一村5巷,1
金門縣金沙鎮復興街,1
金門縣金湖鎮尚義機場航廈13號柱前路段,1
金門縣金寧鄉頂埔下往湖下產業道路,1
金門縣金寧鄉埔後70-8號,1
金門縣金城鎮珠埔南路,1
金門縣金寧鄉湖下217號,1
金門縣金沙鎮田浦水庫路段,1
金門縣金湖鎮公園路,1
金門縣金城鎮珠埔北路,1
金門縣金城鎮珠浦北路1段,1
金門縣金城鎮環島西路2段,1
金門縣金寧鄉中堡64號,1
金門縣金寧鄉埔後56-8號前路,1
金門縣金寧鄉環島南路2段,1
金門縣金湖鎮新湖里塔后195號前路段,1
金門縣金寧鄉頂埔下90-10號,1
金門縣金沙鎮高坑至高陽路,1
金門縣金寧鄉頂埔下11號,1
金門縣金寧鄉埔後Z0056GE52電桿,1
金門縣金湖鎮瓊林里伯玉路,1
金門縣金湖鎮黃海路1399號路燈桿前〈下莊路段,1
金門縣金湖鎮金湖鎮公有零售市場右側路,1
金門縣金寧鄉下堡106號,1
金門縣金城鎮伯玉路2段,1
金門縣金寧鄉安岐往西浦頭產業道路,1
金門縣烈嶼鄉林湖村西宅忠仁亭前路,1
金門縣金寧鄉埔後77號,1
金門縣金城鎮金城新莊6巷,1
金門縣烈嶼鄉上林村中墩51020路燈桿前路段,1
金門縣金寧鄉榜林44-6號,1
金門縣金城鎮環島南路一段,1
金門縣金寧鄉湖埔村環島西路2段,1
金門縣金城鎮賢庵里環島西路1段,1
金門縣金寧鄉瓊安路山灶段,1
金門縣金寧鄉北山村產業道路,1
金門縣金沙鎮后宅往浦邊產業道路,1
金門縣金沙鎮忠孝新村10號前路,1
金門縣金沙鎮高陽路3005路燈桿路段,1
金門縣金寧鄉東湖路后湖濱海公園路段,1
金門縣金湖鎮金門尚義機場第一停車場入口處,1
金門縣金寧鄉上后垵70號,1
金門縣金沙鎮環島東路4段,1
金門縣金城鎮金門城西門路,1
金門縣金寧鄉下堡109號,1
金門縣金寧鄉頂埔下210號旁路,1
金門縣金寧鄉埔邊73號前路,1
金門縣金城鎮民族路代天府前路段,1
金門縣金寧鄉埔後56號,1
金門縣烈嶼鄉軍人公墓前路,1
金門縣金沙鎮浦山里洋山046號路,1
金門縣金寧鄉東洲33號,1
金門縣金城鎮賢城路莒光樓前方路段,1
金門縣金湖鎮士校路體育館前路段,1
金門縣金沙鎮環島北路環中路路段,1
金門縣金城鎮民權路靠近莒光路口路段,1
金門縣金湖鎮媽祖公園前路,1
金門縣金寧鄉安岐37之7號旁路,1
金門縣金寧鄉浯江路,1
金門縣金城鎮珠水路古崗湖路段,1
金門縣金寧鄉環島西路頂埔下段,1
金門縣金寧鄉林湖路靠近榜林圓環路段,1
金門縣金湖鎮太湖路,1
金門縣金湖鎮瓊義路瓊林牌樓路段,1
金門縣金城鎮向陽吉第社區巷,1
金門縣金湖鎮榮湖虎嘯亭旁產業道路,1
金門縣金湖鎮瓊徑路2853號路燈桿路段,1
金門縣金城鎮北提路,1
金門縣金城鎮縣商會前,1
金門縣金寧鄉林堡路4133號燈桿附近路段,1
金門縣金沙鎮勝利路,1
金門縣金湖鎮尚義機場3號,1
金門縣金湖鎮市港六路,1
金門縣金沙鎮環中路象山金剛寺路段,1
金門縣金城鎮金山路自來水廠路段,1
金門縣金湖鎮南雄圓環,1
金門縣金湖鎮湖前2382路,1
金門縣金寧鄉前厝45-1號,1
金門縣金城鎮大同之家敬老組側門路段,1
金門縣金寧鄉頂林路「金寧中小學」前路段,1
金門縣金寧鄉頂林路靠環島北路段,1
金門縣金寧鄉下堡27號,1
金門縣金湖鎮赤東路,1
金門縣金寧鄉東洲,1
金門縣金城鎮民族路「漁會」前路段,1
金門縣金沙鎮高陽路3047號路燈桿路段,1
金門縣金城鎮泰仰路山前路段,1
金門縣金寧鄉金寧中小學後門附近產業道路,1
金門縣烈嶼鄉湖下公車站,1
金門縣金寧鄉湖下161之1號,1
金門縣金湖鎮太湖環湖路2195柱燈桿路段,1
金門縣金沙鎮斗門21-3號旁路,1
金門縣金城鎮民權路34號「福建省政府」旁路段,1
金門縣金城鎮水頭碼頭計程車排班處,1
金門縣金寧鄉下堡58-2號,1
金門縣金寧鄉下堡81-1號,1
金門縣金沙鎮高陽路101號前路段,1
